ContributorGroup,ContributionAmount,ContributorName,Employer,Occupation,Date,Location
Individual - Small,2500.0,WILLIAM BARONI,HUGO NEU,ATTORNEY,2023-12-13,"HAMILTON, NJ"
Individual - Small,2500.0,JOSEPH BARRY,IRONSTATE DEVELOPMENT COMPANY,REAL ESTATE,2024-04-15,"HOBOKEN, NJ"
Individual - Small,500.0,JOHN BARSOUM,UNEMPLOYED,UNEMPLOYED,2024-03-27,"STATEN ISLAND, NY"
Individual - Small,2500.0,ALISON BAS-BARBER,UNEMPLOYED,UNEMPLOYED,2024-04-17,"MORRISTOWN, NJ"
Individual - Small,250.0,LOU BATELLI,CENTURY 21 GEMINI LLC,REAL ESTATE,2024-01-29,"WAYNE, NJ"
Individual - Small,500.0,ADITHYA BATHENA,JERSEY CITY BUYRITE LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-04-16,"MONMOUTH JUNCTION, NJ"
Individual - Small,2000.0,LAWRENCE BATHGATE,BATHGATE WEGENER AND WOLF PC,ATTORNEY,2024-03-18,"LAKEWOOD, NJ"
Individual - Small,2200.0,VIRGINIA BAUER,NEWMARK GROUP INC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-05-04,"RED BANK, NJ"
Individual - Small,2000.0,JOSEPH BAUMANN,MCMANIMON SCOTLAND AND BAUMANN LLC,ATTORNEY,2023-11-10,"MORRISTOWN, NJ"
Individual - Small,600.0,PAUL BAYLOCK,UNEMPLOYED,UNEMPLOYED,2024-12-08,"NEW BRITAIN, CT"
Individual - Small,350.0,MATTHEW BECK,CSG LAW,ATTORNEY,2024-12-10,"SHORT HILLS, NJ"
Individual - Small,1200.0,LOUIS BECKERMAN,ACRISURE INSURANCE,INSURANCE,2024-12-09,"WATCHUNG, NJ"
Individual - Small,300.0,ROBERTO BEGAZO,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-12-11,"SECAUCUS, NJ"
Individual - Small,4000.0,FRANK BELRESIO,BRICK CITY MEDICAL LLC,MEDICAL PROFESSIONAL (NOT PHYSICIAN),2024-09-07,"UNION, NJ"
Individual - Small,1200.0,LUIS BELTRAN,UNION CITY BOARD OF EDUCATION,SERVICES OCCUPATION,2024-11-25,"UNION CITY, NJ"
Individual - Small,1000.0,GEORGETTE BEN-MOHA,UNEMPLOYED,UNEMPLOYED,2024-04-17,"ENGLEWOOD, NJ"
Individual - Small,1000.0,GEORGETTE BEN-MOHA,UNEMPLOYED,UNEMPLOYED,2024-04-17,"ENGLEWOOD, NJ"
Individual - Small,1000.0,MARC BENJAMIN,MARK BENJAMIN SELF EMPLOYED,REAL ESTATE,2023-12-21,"EAST ORANGE, NJ"
Individual - Small,1000.0,MARC BENJAMIN,MARK BENJAMIN SELF EMPLOYED,REAL ESTATE,2023-12-21,"EAST ORANGE, NJ"
Individual - Small,500.0,JOHN BENNETTI,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-12-11,"CLIFTON, NJ"
Individual - Small,2500.0,MILES BERGER,RETIRED,RETIRED,2023-12-28,"NEWARK, NJ"
Individual - Small,1000.0,JOEL BERGSTEIN,LINQUE MGMT,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-19,"EAST RUTHERFORD, NJ"
Individual - Small,2000.0,MITCHELL BERKEY,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2023-12-18,"CEDAR GROVE, NJ"
Individual - Small,300.0,MITCHELL BERKEY,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-12-03,"CEDAR GROVE, NJ"
Individual - Large,5200.0,MERRIE BERNSTEIN,ERIC M. BERNSTEIN & ASSOCIATES LLC,ATTORNEY,2023-12-04,"BRIDGEWATER, NJ"
Individual - Large,5200.0,ERIC BERNSTEIN,ERIC M. BERNSTEIN & ASSOCIATES LLC,ATTORNEY,2023-12-04,"WARREN, NJ"
Individual - Small,300.0,NEHA BHALANI,CSG LAW,ATTORNEY,2023-12-19,"HOBOKEN, NJ"
Individual - Small,750.0,MORRIS BIENENFELD,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2023-12-14,"TEANECK, NJ"
Individual - Small,200.0,MORRIS BIENENFELD,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-12-05,"TEANECK, NJ"
Individual - Small,250.0,LAWRENCE BLUESTONE,GENOVA BURNS LLC,ATTORNEY,2024-03-09,"JERSEY CITY, NJ"
Individual - Small,1000.0,LAURIE BLUMBERG,JERSEY DOOR,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-08-28,"MARGATE CITY, NJ"
Individual - Small,1000.0,JONATHAN BOGUCHWAL,CLB PARTNERS LLC,ATTORNEY,2024-03-18,"TRENTON, NJ"
Individual - Large,5000.0,TIFFANY BOHLIN,BOHLIN GROUP,CONSULTANT,2024-02-23,"EDGEWATER, NJ"
Individual - Small,2500.0,VICTOR BOLKHOVSKIY,FM CONSTRUCTION GROUP LLC,CONSTRUCTION TRADE/LABOR TRADE,2024-05-31,"WATCHUNG, NJ"
Individual - Small,1000.0,CARLOS BOLLAR,ARCHER & GREINER PC,ATTORNEY,2024-06-10,"MOUNT LAUREL, NJ"
Individual - Large,5200.0,ALESSANDRO BONATI,NEW YORK STONE,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-11-15,"NEW YORK, NY"
Individual - Small,200.0,JONATHAN BONDY,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-12-05,"SHORT HILLS, NJ"
Individual - Small,500.0,JONATHAN BONDY,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2023-12-20,"SHORT HILLS, NJ"
Individual - Large,5200.0,SAMER BORAIE,BORAIE DEVELOPMENT LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-06-11,"NEW BRUNSWICK, NJ"
Individual - Large,5200.0,OMAR BORAIE,BORAIE DEVELOPMENT LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-06-11,"NEW BRUNSWICK, NJ"
Individual - Large,5200.0,OLIVIA BORGES,OLIVIA BORGES,HOSPITALITY/HOTEL/FOOD/BEVERAGE,2023-12-05,"NEWARK, NJ"
Individual - Small,500.0,MILTON BOUHOUTSOS,SELF-EMPLOYED,ATTORNEY,2024-03-27,"BRADLEY BEACH, NJ"
Individual - Small,300.0,TRACY BOWERS,TOWNSHIP OF LIVINGSTON,LAW ENFORCEMENT,2024-04-02,"UNION, NJ"
Individual - Small,1000.0,JOSEPH BRECHER,GHA,RETAIL SALES,2024-05-28,"LAKEWOOD, NJ"
Individual - Small,1500.0,AMY BRESSLER,RIVER CROSSING STRATEGY GROUP,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-18,"NEW YORK, NY"
Individual - Small,250.0,TIMOTHY BRODERICK,LYFT,SERVICES OCCUPATION,2024-02-20,"JERSEY CITY, NJ"
Individual - Small,4000.0,HELEN BRZOZOWSKI,JUNIOR PREP PRE SCHOOL,EDUCATION/PROFESSOR/TEACHER,2023-11-20,"UNION CITY, NJ"
Individual - Small,1000.0,HELEN BRZOZOWSKI,JUNIOR PREP PRE SCHOOL,EDUCATION/PROFESSOR/TEACHER,2024-11-11,"UNION CITY, NJ"
Individual - Small,1000.0,ROBERT BUCHNAM,ARCHER & GREINER PC,ATTORNEY,2024-06-06,"HAMMONTON, NJ"
Individual - Small,1000.0,MARTIN BUDINICK,RETIRED,RETIRED,2024-07-15,"LYNDHURST, NJ"
Individual - Small,3000.0,TONIO BURGOS,TONIO BURGOS AND ASSOCIATES,CONSULTANT,2024-03-31,"JERSEY CITY, NJ"
Individual - Small,2500.0,JOHN BURNS,ALBERT H HOPPER MONUMENT CO,BUSINESS OWNER,2024-06-10,"NORTH ARLINGTON, NJ"
Individual - Large,5200.0,JAMES BURNS,GENOVA BURNS,ATTORNEY,2023-12-05,"NEWARK, NJ"
Individual - Small,1000.0,ANGELA BUTLER,UNEMPLOYED,UNEMPLOYED,2024-02-17,"OCEAN GROVE, NJ"
Individual - Small,2000.0,DEMETRI BYCHKOWSKI,TRU STOR LLC  DBA HUNTER TECHNOLOGIES,INFORMATION TECHNOLOGY/COMPUTER SCIENCE,2024-03-06,"WALL TOWNSHIP, NJ"
Individual - Small,300.0,JAMES CAFFARO,JERSEY CITY PUBLIC WORKS,SERVICES OCCUPATION,2024-12-02,"JERSEY CITY, NJ"
Individual - Small,1000.0,JOHN CALLAHAN,UNEMPLOYED,UNEMPLOYED,2024-05-13,"BETHLEHEM, PA"
Individual - Small,250.0,PETER CAMMARANO,CENTURY 21 CONSTRUCTION,CONSTRUCTION TRADE/LABOR TRADE,2024-02-06,"HOBOKEN, NJ"
Individual - Large,5200.0,ANDREW CAMPBELL,EASTERN MILLWORK,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-05,"JERSEY CITY, NJ"
Individual - Large,5200.0,NATALYA CAMPBELL,EASTERN MILLWORK,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-05,"JERSEY CITY, NJ"
Individual - Small,1000.0,JOHN CANTALUPO,ARCHER & GREINER PC,ATTORNEY,2024-05-21,"COLTS NECK, NJ"
Individual - Small,1500.0,JP CAPIZZI,JASON P CAPIZZI,ATTORNEY,2023-12-30,"UNION CITY, NJ"
Individual - Small,300.0,DIANE CAPIZZI,UNION CITY BOARD OF EDUCATION,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-12-09,"UNION CITY, NJ"
Individual - Large,5200.0,GORDON CAPLAN,DUTCHESS MANAGEMENT,CONSULTANT,2023-12-05,"GREENWICH, CT"
Individual - Large,5200.0,AMY CAPLAN,DUTCHESS MANAGEMENT,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-05,"GREENWICH, CT"
Individual - Large,5200.0,LOU CAPPELLI,FLORIO PERRUCCI STEINHARDT CAPPELLI TIPTO AND TAYL,ATTORNEY,2024-03-31,"NEW PROVIDENCE, NJ"
Individual - Small,1000.0,JAMES CARLL,ARCHER & GREINER PC,ATTORNEY,2024-06-11,"HADDONFIELD, NJ"
Individual - Small,1000.0,RHONDA CARNIOL,CSG LAW,ATTORNEY,2023-12-18,"SHORT HILLS, NJ"
Individual - Small,300.0,RHONDA CARNIOL,CSG LAW,ATTORNEY,2024-12-01,"SHORT HILLS, NJ"
Individual - Small,2500.0,CRAIG CARPENITO,KING AND SPALDING LLP,ATTORNEY,2023-12-05,"MONROE TOWNSHIP, NJ"
Individual - Small,1000.0,COURTNEY CARROLL,SELF-EMPLOYED,MEDICAL PROFESSIONAL (NOT PHYSICIAN),2024-03-28,"NEW YORK CIITY, NY"
Individual - Small,1000.0,WILLIAM CARUSO,ARCHER & GREINER PC,ATTORNEY,2024-06-14,"BERLIN, NJ"
Individual - Small,-5000.0,SARAH CASAVECCHIA,RCCA,MEDICAL PROFESSIONAL (NOT PHYSICIAN),2024-04-02,"SEWAREN, NJ"
Individual - Small,3000.0,SARAH CASAVECCHIA,RCCA,MEDICAL PROFESSIONAL (NOT PHYSICIAN),2024-03-12,"SEWAREN, NJ"
Individual - Large,5000.0,SARAH CASAVECCHIA,RCCA,MEDICAL PROFESSIONAL (NOT PHYSICIAN),2024-03-31,"SEWAREN, NJ"
Individual - Small,-3000.0,SARAH CASAVECCHIA,RCCA,MEDICAL PROFESSIONAL (NOT PHYSICIAN),2024-04-02,"SEWAREN, NJ"
Individual - Small,3000.0,NICHOLAS CASIELLO,UNEMPLOYED,UNEMPLOYED,2024-02-05,"ATLANTIC CITY, NJ"
Individual - Small,1000.0,ANTHONY CATANIO,LEEANN DEVELOPMENT,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-06-11,"JERSEY CITY, NJ"
Individual - Large,5000.0,JOHN CATSIMATIDIS,UNITED REFINING COMPANY,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-06-05,"NEW YORK, NY"
Individual - Small,500.0,KIM CATULLO,GIBBONS LAW,ATTORNEY,2024-09-30,"NEW YORK, NY"
Individual - Large,5200.0,JAMES CAULFIELD,FIELDS GRADE DEVELOPMENT,REAL ESTATE,2023-12-28,"HOBOKEN, NJ"
Individual - Large,5200.0,ROBERT CAULFIELD,FIELDS GRADE DEVELOPMENT,REAL ESTATE,2023-12-28,"HOBOKEN, NJ"
Individual - Small,1000.0,JOHN CAVALIERE,MCMANIMON SCOTLAND AND BAUMANN LLC,ATTORNEY,2023-11-10,"RANDOLPH, NJ"
Individual - Small,1000.0,JOHN CAVALIERE,MCMANIMON SCOTLAND AND BAUMANN LLC,ATTORNEY,2023-12-11,"RANDOLPH, NJ"
Individual - Small,2000.0,DENNIS CAVANAUGH,RETIRED,RETIRED,2024-08-10,"SARASOTA, FL"
Individual - Small,2000.0,DENNIS CAVANAUGH,RETIRED,RETIRED,2024-08-10,"SARASOTA, FL"
Individual - Small,500.0,ALBERT CHANESE,NJ REALTY ADVISORARY GROUP,REAL ESTATE,2024-03-26,"FORDS, NJ"
Individual - Small,300.0,OMAR CHAQOUR,UNION CITY BOARD OF EDUCATION,SERVICES OCCUPATION,2024-12-11,"UNION CITY, NJ"
Individual - Small,1000.0,ROGER CHARTOUNI,ZDG,CONSTRUCTION TRADE/LABOR TRADE,2024-05-31,"MANHATTAN, NY"
Individual - Small,2500.0,MARIAM CHATA,EVER SOURCE COMPANY,ENGINEER,2023-12-04,"JERSEY CITY, NJ"
Individual - Small,3000.0,ARSHAD CHATHA,ISHA HEALTH FACILITY,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-04,"JERSEY CITY, NJ"
Individual - Small,1500.0,ANUM CHATHA,MONTGOMERY HEALTH FACILITY LLC,PHYSICIAN,2023-12-03,"JERSEY CITY, NJ"
Individual - Small,300.0,`UMER CHATHA,JERSEY CITY MUNICIPAL COURT,OFFICE WORKER,2023-12-04,"JERSEY CITY, NJ"
Individual - Small,240.0,ADAM CHESTER,CITY OF JERSEY CITY,INFORMATION TECHNOLOGY/COMPUTER SCIENCE,2024-01-25,"JERSEY CITY, NJ"
Individual - Small,1000.0,JEFFREY CHIESA,CSG LAW,ATTORNEY,2024-12-09,"BERNARDSVILLE, NJ"
Individual - Small,2600.0,JEFFREY CHIESA,CSG LAW,ATTORNEY,2023-12-18,"BERNARDSVILLE, NJ"
Individual - Small,1000.0,PHIL CHRONAKIS,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-12-05,"NEW CANAAN, CT"
Individual - Small,500.0,PHIL CHRONAKIS,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2023-12-11,"NEW CANAAN, CT"
Individual - Small,500.0,ARTHUR CIFELLI,THE VENN GROUP LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-19,"BASKING RIDGE, NJ"
Individual - Small,500.0,DONNA CIFELLI,PARAMED,MEDICAL PROFESSIONAL (NOT PHYSICIAN),2024-04-19,"NUTLEY, NJ"
Individual - Small,500.0,DOMINICK CINELLI,DOMINICK CINELLI,INSURANCE,2023-11-02,"MANASQUAN, NJ"
Individual - Small,300.0,DOMINICK CINELLI,DOMINICK CINELLI,INSURANCE,2023-12-15,"MANASQUAN, NJ"
Individual - Large,5200.0,MARK CINQUE,PREMIO FOODS,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-05,"NORTH ARLINGTON, NJ"
Individual - Large,5200.0,RICHARD CODEY,RETIRED,RETIRED,2024-03-29,"ROSELAND, NJ"
Individual - Small,1000.0,JAMES CODY,JAMES CODY,REAL ESTATE,2024-04-22,"LINCROFT, NJ"
Individual - Small,2500.0,JAMES CODY,JAMES CODY,REAL ESTATE,2023-12-05,"LINCROFT, NJ"
Individual - Small,1000.0,BILL COGAN,GP MANAGEMENT LLC,CONSULTANT,2024-01-30,"ISLAMORADA, FL"
Individual - Large,5200.0,NINO COHEN,NEW YORK STONE,CONSTRUCTION TRADE/LABOR TRADE,2023-11-10,"NEW YORK, NV"
Individual - Small,500.0,JONATHAN COHEN,PLOSIA COHEN LLC,ATTORNEY,2024-10-01,"RANDOLPH, NJ"
Individual - Large,5000.0,WILLIAM COLGAN,GP MANAGEMENT LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-12-12,"BLOOMFIELD, NJ"
Individual - Small,300.0,LISA COLONE,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-12-11,"WESTFIELD, NJ"
Individual - Small,2000.0,JERRY CONALY,HOLMAN FRENIA ALLISON,ACCOUNTANTS/AUDITORS,2024-03-18,"LAKEWOOD, NJ"
Individual - Small,1000.0,JERRY CONATY,HOLMAN FRENIA ALLISON,ATTORNEY,2024-09-17,"LAKEWOOD, NJ"
Individual - Small,250.0,RICHARD CONNORS,TOMPKINS MCGUIRE WACHENFELD AND BARRY,ATTORNEY,2024-01-23,"CHATHAM, NJ"
Individual - Small,500.0,RICHARD CONNORS,TOMPKINS MCGUIRE WACHENFELD AND BARRY,ATTORNEY,2023-12-29,"CHATHAM, NJ"
Individual - Small,1000.0,THOMAS CONSIDINE,NCOIL,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-29,"BELMAR, NJ"
Individual - Small,500.0,RICHARD CONSTABLE,MADISON SQUARE GARDEN ENTERTAINMENT,ATTORNEY,2023-12-29,"SOUTH ORANGE, NJ"
Individual - Small,2000.0,DANIELLE CORCIONE,CSG LAW,ATTORNEY,2023-12-12,"VERONA, NJ"
Individual - Small,200.0,DANIELLE CORCIONE,CSG LAW,ATTORNEY,2024-12-09,"VERONA, NJ"
Individual - Small,200.0,STEPHEN CORDARO,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-12-05,"ESSEX FELLS, NJ"
Individual - Small,300.0,STEPHEN CORDARO,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2023-12-12,"ESSEX FELLS, NJ"
Individual - Large,5000.0,JOHN CORZINE,SELF-EMPLOYED,FINANCIAL SERVICES/BANKING,2024-03-30,"NEW YORK CITY, NV"
Individual - Small,750.0,PATRICIA COSTELLO,CSG LAW,ATTORNEY,2023-12-15,"ASBURY PARK, NJ"
Individual - Small,300.0,PATRICIA COSTELLO,CSG LAW,ATTORNEY,2024-12-03,"ASBURY PARK, NJ"
Individual - Small,300.0,PATRICIA COSTELLO,CSG LAW,ATTORNEY,2024-12-03,"ASBURY PARK, NJ"
Individual - Small,1500.0,CRAIG COUGHLIN,RAINONE COUGHLIN MINCHELLO LLC,ATTORNEY,2024-09-26,"FORDS, NJ"
Individual - Small,300.0,CRAIG COUGHLIN,RAINONE COUGHLIN MINCHELLO LLC,ATTORNEY,2024-12-11,"FORDS, NJ"
Individual - Small,2000.0,JENNIFER CREDIDIO,MCMANIMON SCOTLAND AND BAUMANN LLC,ATTORNEY,2023-12-11,"CLIFFSIDE PARK, NJ"
Individual - Small,500.0,ROBERT CRESPI,CSG LAW,ATTORNEY,2023-12-12,"MADISON, NJ"
Individual - Small,500.0,MARGARET CRIMMINS,SELF-EMPLOYED,REAL ESTATE,2024-03-27,"JERSEY CITY, NJ"
Individual - Small,2000.0,MICHAEL CRITCHLEY,CRITCHLEY KINUM & LURIA LLC,ATTORNEY,2024-08-10,"ROSELAND, NJ"
Individual - Small,300.0,MICHAEL CROSS,CSG LAW,ATTORNEY,2024-12-04,"MENDHAM, NJ"
Individual - Small,300.0,MICHAEL CROSS,CSG LAW,ATTORNEY,2023-12-15,"MENDHAM, NJ"
Individual - Small,250.0,DENNIS CULNAN,DENNIS CULNAN,CONSULTANT,2023-12-17,"MOUNT LAUREL, NJ"
Individual - Small,2000.0,TOMMY CURTIS,RETIRED,RETIRED,2024-06-17,"JERSEY CITY, NJ"
Individual - Small,2500.0,ROBERT D'ATON,AST FINANCIAL LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-15,"LAVALLETTE, NJ"
Individual - Small,2500.0,YHADA DACKS,LENOX GROUP OF NJ LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-20,"LAKEWOOD, NJ"
Individual - Small,250.0,GARY DAHMS,T AND M,CONSULTANT,2024-03-28,"MIDDLETOWN, NJ"
Individual - Small,1000.0,JOSEPH DAMARTI,M2M VENTURES GROUP LLC,REAL ESTATE,2024-02-13,"JERSEY CITY, NJ"
Individual - Small,250.0,MICHAEL DANFUORO,ANDY PASTA LLC,HOSPITALITY/HOTEL/FOOD/BEVERAGE,2024-02-20,"STATEN ISLAND, NY"
Individual - Small,1000.0,GERALD DARLING,ARCHER & GREINER PC,ATTORNEY,2024-06-30,"MOORESTOWN, NJ"
Individual - Small,1000.0,CHRISTOPHER DASTI,DASTI MURPHY AND MCGUCKIN PC,ATTORNEY,2024-03-18,"FORKED RIVER, NJ"
Individual - Small,1000.0,CHRISTOPHER DASTI,DASTI MURPHY AND MCGUCKIN PC,ATTORNEY,2024-09-24,"FORKED RIVER, NJ"
Individual - Small,1000.0,DANIEL DAVIDOW,CONDUIT STRATEGIES,CONSULTANT,2023-12-18,"WEST CALDWELL, NJ"
Individual - Small,2400.0,RENEE DAVIS,RETIRED,RETIRED,2025-12-10,"PARLIN, NJ"
Individual - Large,5000.0,TARA DAVIS,UNEMPLOYED,UNEMPLOYED,2023-12-28,"JERSEY CITY, NJ"
Individual - Small,2000.0,ROBERT DEBEER,UNEMPLOYED,UNEMPLOYED,2024-05-13,"HELLERTOWN, PA"
Individual - Small,1000.0,DONNA DECAPRIO,LOCAL 54,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-06-17,"ATLANTIC CITY, NJ"
Individual - Small,500.0,MICHAEL DELAMATAR,MARKET STREET STRATEGIES LLC,CONSULTANT,2024-06-18,"MORRISTOWN, NJ"
Individual - Small,500.0,SAM DELLA FERA,CSG LAW,ATTORNEY,2023-12-18,"WESTFIELD, NJ"
Individual - Large,5200.0,GREGORY DELLAQUILA,JDA MANAGEMENT,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-29,"HOBOKEN, NJ"
Individual - Small,250.0,MICHAEL DELORETO,GIBBONS LAW,ATTORNEY,2024-09-30,"BRIDGEWATER, NJ"
Individual - Small,250.0,DAVID DELVECCHIO,JOSEPH LINGOLI SON INC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-05-11,"LAMBERTVILLE, NJ"
Individual - Small,250.0,SAMUEL DEMAIO,SDM PROTECTIVE SERVICES LLC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-04-01,"EAST HANOVER, NJ"
Individual - Small,1000.0,SAM DEMARCO,BROADWAY SALES,MECHANICS/REPAIRER,2024-06-12,"LAKE HIAWATHA, NJ"
Individual - Small,1000.0,EDMUND DENOIA,DENOIA LAW FIRM LLC,ATTORNEY,2024-08-10,"VERONA, NJ"
Individual - Small,2000.0,ADAM DERMAN,CSG LAW,ATTORNEY,2023-12-15,"SPARTA, NJ"
Individual - Small,350.0,ADAM DERMAN,CSG LAW,ATTORNEY,2024-12-09,"SPARTA, NJ"
Individual - Small,500.0,SANDE DESAI,RETIRED,RETIRED,2024-01-12,"JERSEY CITY, NJ"
Individual - Small,500.0,SANDE DESAI,RETIRED,RETIRED,2023-12-12,"JERSEY CITY, NJ"
Individual - Small,250.0,ROBERT DETORE,TURNING POINT INC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-29,"SHORT HILLS, NJ"
Individual - Small,250.0,ROBERT DETORE,TURNING POINT INC,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-29,"SHORT HILLS, NJ"
Individual - Small,250.0,GUNDELINA DEVERA,RETIRED,RETIRED,2023-12-14,"VOORHEES, NJ"
Individual - Small,1000.0,JUSTIN DEWS,KING SPALDING,ATTORNEY,2023-12-28,"JERSEY CITY, NJ"
Individual - Small,400.0,GEMMA DIACO,CSG LAW,ATTORNEY,2023-12-18,"ESSEX FELLS, NJ"
Individual - Large,5200.0,ZACKARY DIACO,AID CONSTRUCTION,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-05-14,"RUMSON, NJ"
Individual - Large,5200.0,NICK DIACO,AJD CONSTRUCTION,CONSTRUCTION TRADE/LABOR TRADE,2024-05-13,"RUMSON, NJ"
Individual - Large,5200.0,ANTHONY DIACO,AJD CONSTRUCTION,CONSTRUCTION TRADE/LABOR TRADE,2024-05-13,"RUMSON, NJ"
Individual - Small,300.0,JOSEPH DICKSON,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2023-12-13,"ROSELAND, NJ"
Individual - Small,300.0,JOSEPH DICKSON,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-12-03,"ROSELAND, NJ"
Individual - Small,1000.0,VINCENT DIDOMENICO,DELTA EQUITY MANAGMENT,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-03-21,"BERNARDSVILLE, NJ"
Individual - Small,1000.0,JOHN DIFRANCESCO,DIFRANCESCO BATEMAN KUNZMAN DAVIS LEHRER AND FLAUM,ATTORNEY,2024-03-25,"WARREN, NJ"
Individual - Small,400.0,ND DIMARIA,CSG LAW,ATTORNEY,2023-12-19,"HACKENSACK, NJ"
Individual - Small,200.0,ND DIMARIA,CSG LAW,ATTORNEY,2024-12-09,"HACKENSACK, NJ"
Individual - Small,1500.0,ELISE DINARDO,ELISE DENARDO,ATTORNEY,2024-12-09,"UNION CITY, NJ"
Individual - Small,300.0,LINDSAY DISCHLEY,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2023-12-12,"VERONA, NJ"
Individual - Small,150.0,LINDSAY DISCHLEY,CHIESA  SHAHINIAN AND GIANTOMASI,ATTORNEY,2024-11-27,"VERONA, NJ"
Individual - Small,2000.0,ANDREA DOBIN,MCMANIMON SCOTLAND AND BAUMANN LLC,ATTORNEY,2023-12-11,"CHERRY HILL, NJ"
Individual - Small,1000.0,ANTHONY DOLCE,RETIRED,RETIRED,2024-06-04,"WESTFIELD, NJ"
Individual - Small,1000.0,TIM DONOHUE,ARLEO & DONOHUE LLC,ATTORNEY,2024-04-11,"WEST ORANGE, NJ"
Individual - Small,1000.0,TIM DONOHUE,ARLEO & DONOHUE LLC,ATTORNEY,2024-08-01,"WEST ORANGE, NJ"
Individual - Small,1000.0,PATRICK DORAN,ARCHER & GREINER PC,ATTORNEY,2024-06-10,"PLYMOUTH MEETING, PA"
Individual - Small,400.0,MARIA DOUROS,UNION CITY BOARD OF EDUCATION,EDUCATION/PROFESSOR/TEACHER,2024-12-11,"UNION CITY, NJ"
Individual - Small,500.0,TARA DOWDELL,TARA DOWDELL GROUP,MARKETING/PUBLIC RELATIONS,2024-03-27,"JERSEY CITY, NJ"
Individual - Small,1000.0,DENNIS DRAZIN,DRAZIN AND WARSHAW,ATTORNEY,2023-11-03,"RED BANK, NJ"
Individual - Small,500.0,KEVIN DRENNAN,MANAGING DIRECTOR,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2023-12-29,"HAMILTON, NJ"
Individual - Small,300.0,KEVIN DRENNAN,MANAGING DIRECTOR,MANAGEMENT/ADMINISTRATOR/EXECUTIVE,2024-06-16,"HAMILTON, NJ"
Individual - Small,500.0,JARED DRILL,RETIRED,RETIRED,2024-12-10,"TOTOWA, NJ"
Individual - Small,500.0,RUTH DUGAN,UNEMPLOYED,UNEMPLOYED,2024-06-25,"SADDLE RIVER, NJ"
Individual - Small,500.0,PATRICK DUNICAN,UNEMPLOYED,UNEMPLOYED,2024-03-27,"RIDGEWOOD, NJ"
Individual - Small,300.0,FITZ DYER,UNION CITY BOARD OF EDUCATION,SERVICES OCCUPATION,2024-12-30,"UNION CITY, NJ"
